URI,Title,Year,Album,Popularity,Duration,Key,Mode,Tempo,Time_signature,Valence,Danceability,Energy,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Album debut,Other releases,Single A side,Single B side,Single certification,Genre,Styles,Themes,Moods,Songwriter(s),Lead vocal(s),Cover,Covered by,Chart position UK (Wikipedia),Chart position US (Wikipedia),Highest position (The Guardian),Weeks on chart in UK (The Guardian),Weeks at No1 in UK (The Guardian),Highest position (Billboard),Weeks at No1 (Billboard),Top 50 (Billboard),Top 50 (Ultimate classic rock),Top 50 (Rolling Stone),Top 50 (NME),Top 50 (Top50songs.org),"Top 50 (USA today, 2017)","Top 50 (Vulture, by Bill Wyman)"
spotify:track:2B4Y9u4ERAFiMo13XPJyGP,"Here, There and Everywhere",1966,Revolver,70.0,145.0,7.0,1.0,165.361,4.0,0.36,0.29,0.247,-12.125,0.921,0.00565,0.0917,0.0383,Revolver,11.0,,,,"Soft Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock","Comfort, In Love, Affection/Fondness, New Love, Sweet Dreams, Early Morning",Calm/Peaceful Gentle Intimate Romantic Sentimental Smooth Soothing Sweet Warm Refined Reflective Relaxed Reserved Delicate Dreamy Precious Lush Sophisticated,McCartney,McCartney,,29.0,,,,,,,,,,25.0,38.0,,,7.0
spotify:track:5xYC2ZJJ9TMJL8BOl85O2R,Hey Bulldog,1968,Yellow Submarine,55.0,194.0,7.0,1.0,100.495,4.0,0.947,0.587,0.617,-9.164,0.0197,0.639,0.199,0.028,Yellow Submarine,12.0,All Together Now,Hey Bulldog,,"Psychedelic Rock, Hard Rock, Pop/Rock","Contemporary Pop/Rock, Hard Rock, Psychedelic/Garage, Rock & Roll, British Psychedelia, Early Pop/Rock","Cool & Cocky, Guys Night Out, Late Night, Playful",Fiery Raucous Rousing Snide Street-Smart Swaggering Acerbic Brash Confident Ramshackle Reckless Rollicking Rowdy Aggressive Freewheeling Playful Rebellious Tough Trashy Menacing,Lennon,Lennon,,11.0,,,,,,,,,,,11.0,,,
spotify:track:2iGtdYI4lI0jDpnxJOqZRw,Hey Jude,1968,Past Masters (Vols. 1 & 2 / Remastered),51.0,431.0,10.0,1.0,147.114,4.0,0.649,0.399,0.573,-9.44,0.0293,2.83e-05,0.0914,0.0253,UK: 1967-1970 US: Hey Jude,28.0,Hey Jude,Revolution,RIAA 4xPlatinum,"Rock, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock","Affection/Fondness, Comfort",Dramatic Poignant Rousing Sentimental Lush Passionate Reflective Earnest Elaborate Indulgent,McCartney,McCartney,,38.0,1.0,1.0,1.0,16.0,2.0,1.0,9.0,1.0,11.0,7.0,10.0,6.0,4.0,20.0
spotify:track:2RvKsA6Ho7VbJkVFiD4UQF,Hold Me Tight,1963,With the Beatles,50.0,152.0,5.0,1.0,135.731,4.0,0.963,0.54,0.744,-9.637,0.664,0.0,0.21,0.0312,UK: With the Beatles US: Meet The Beatles!,16.0,,,,"Rock & Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",,Bright Fun Rollicking Rousing Sweet Cheerful Warm Happy,"McCartney, with Lennon",McCartney,,4.0,,,,,,,,,,,,,,
spotify:track:2d7GP7Fz1NrfPpo7MzWZgb,Honey Don't,1964,Beatles for Sale,46.0,173.0,4.0,1.0,162.438,4.0,0.735,0.629,0.545,-11.466,0.473,5.08e-05,0.0854,0.0348,UK: Beatles for Sale US: Beatles '65,14.0,,,,"Rockabilly, Pop/Rock","British Invasion, Contemporary Pop/Rock, Rock & Roll, Rockabilly",,Rollicking Rousing Fun Happy Carefree Ramshackle Swaggering Freewheeling,Perkins,Starkey,Y,,,,,,,,,,,,,,,
spotify:track:1TPcNcmuKlq0PKpYOBgP1U,Honey Pie,1968,The Beatles,53.0,161.0,7.0,1.0,144.197,4.0,0.553,0.537,0.297,-15.452,0.88,1.5e-05,0.145,0.0822,The Beatles,8.0,,,,"Music Hall, Jazz, Ragtime, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock",,Amiable/Good-Natured Carefree Cheerful Fun Lush Nostalgic Playful Precious Theatrical Whimsical Campy Innocent Sophisticated Quirky Warm Happy,McCartney,McCartney,,5.0,,,,,,,,,,,,,,
spotify:track:0cyR03TLxoLceHKWs7UDDM,How Do You Do It?,,Anthology 1,34.0,117.0,7.0,1.0,136.596,4.0,0.732,0.728,0.735,-5.76,0.112,1.87e-06,0.104,0.0349,Anthology 2,,,,,"Merseybeat, Pop/Rock","British Invasion, Contemporary Pop/Rock, Merseybeat, Rock & Roll, AM Pop, Early Pop/Rock",,Amiable/Good-Natured Autumnal Bittersweet Brash Bright Carefree Cheerful Earnest Effervescent Energetic Exciting Exuberant Freewheeling Fun Giddy Gleeful Happy Joyous Lively Melancholy Passionate Romantic Sentimental Sweet Playful Poignant Raucous Rollicking Yearning,Murray,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:6Pq9MmkDQYZiiCDpxnvrf6,I Am the Walrus,1967,Magical Mystery Tour,64.0,273.0,2.0,1.0,85.206,4.0,0.654,0.401,0.556,-10.532,0.0828,0.000359,0.589,0.0513,Magical Mystery Tour,20.0,"Hello, Goodbye",I Am the Walrus,RIAA Gold,"Psychedelic Rock, Acid Rock, Experimental Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Prog-Rock, Psychedelic/Garage",,Acerbic Complex Druggy Eccentric Eerie Elaborate Enigmatic Epic Freewheeling Irreverent Nocturnal Ominous Quirky Sardonic Sprawling Theatrical Trippy Hypnotic Knotty Difficult Ethereal Indulgent Intense Messy Playful Spooky Spacey Whimsical,Lennon,Lennon,,18.0,,56.0,,,,,,,27.0,33.0,9.0,29.0,,35.0
spotify:track:1QQSTB03vIsgjU67UnUPEL,I Call Your Name,1964,Past Masters (Vols. 1 & 2 / Remastered),42.0,129.0,9.0,1.0,125.763,4.0,0.962,0.69,0.691,-7.057,0.313,0.000122,0.252,0.0308,UK: Past Masters Volume 1 US: The Beatles Second Album,16.0,,,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll","Heartache, Feeling Blue",Bright Rollicking Bittersweet Yearning Cheerful Lively,Lennon,Lennon,,3.0,,,,,,,,,,,,,,
spotify:track:3kQDIa85ZK8cKVn72NfBnl,I Don't Want to Spoil the Party,1964,Beatles for Sale,46.0,153.0,7.0,1.0,95.438,4.0,0.889,0.533,0.668,-7.237,0.451,0.0,0.149,0.033,UK: Beatles for Sale US: Beatles VI,11.0,Eight Days a Week; I'll Follow the Sun,I Don't Want to Spoil the Party; I Don't Want to Spoil the Party,RIAA Gold,"Country Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Country-Rock","Feeling Blue, Heartache, Introspection",Autumnal Melancholy Plaintive Rollicking Rousing Sad Weary Yearning Bittersweet Organic Ramshackle Reflective Anguished/Distraught Nocturnal,Lennon,Lennon,,3.0,,39.0,,,,39.0,,49.0,,,,,,
spotify:track:1Q7gCIpOjIIU0bUKcGzrG4,I Feel Fine,1964,Past Masters (Vols. 1 & 2 / Remastered),40.0,145.0,7.0,1.0,90.138,4.0,0.769,0.571,0.788,-8.159,0.311,4.09e-06,0.287,0.0447,UK: A Collection of Beatles Oldies US: Beatles '65,35.0,I Feel Fine,She's a Woman,RIAA Gold,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",In Love,Bright Rousing Atmospheric Cheerful Circular Freewheeling,Lennon,Lennon,,10.0,1.0,1.0,1.0,13.0,5.0,1.0,3.0,11.0,47.0,42.0,,,46.0,
spotify:track:7wJQXHwL3oOllX9iFFg3wJ,I Forgot to Remember to Forget,1964,Live At The BBC,26.0,126.0,4.0,1.0,129.975,4.0,0.873,0.549,0.431,-12.604,0.611,0.0274,0.352,0.0304,Live at the BBC,,,,,"Country, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Breakup, Feeling Blue, Reflection",Bittersweet Intimate Dramatic Reflective Laid-Back/Mellow Melancholy Plaintive Refined Reserved Summery Earnest Sentimental Whimsical Earthy Light Naive Weary Innocent,Stan Kesler and Charlie Feathers,Harrison,Y,,,,,,,,,,,,,,,
spotify:track:53PHRtl7ZP8gkiWiX4rm15,I Got a Woman,1963,Live at the BBC,31.0,168.0,4.0,1.0,103.446,4.0,0.909,0.676,0.661,-9.981,0.646,0.0,0.0965,0.0348,Live at the BBC,,,,,"Jump Blues, R&B, Pop/Rock",,,,Charles,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:0MbM0vhV3WHEaIBzFezBbJ,I Got to Find My Baby,1963,Live at the BBC,24.0,118.0,7.0,1.0,66.045,4.0,0.876,0.413,0.577,-13.116,0.163,8.79e-06,0.285,0.0354,Live at the BBC,,,,,"Rock, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Day Driving, Freedom, Guys Night Out, Hanging Out",Bright Energetic Bravado Searching Gutsy Summery Urgent Dramatic Freewheeling Lively Swaggering Whimsical Earnest Passionate Yearning Confident Earthy Rollicking Sparkling,Berry,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:0lURiNHmeSMdiOtJmHWpOD,I Just Don't Understand,1963,Live at the BBC,27.0,168.0,9.0,1.0,140.368,3.0,0.857,0.586,0.459,-13.6,0.664,0.000125,0.0693,0.0322,Live at the BBC,,,,,"Rock, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Feeling Blue, Heartache, Regret",Brooding Passionate Somber Anguished/Distraught Melancholy Intimate Refined Dramatic Reflective,"Wilkin, Westberry",Lennon,Y,,,,,,,,,,,,,,,
spotify:track:2BMqay80iBzZTa608Y1eG1,I Me Mine,1970,Let It Be,57.0,145.0,9.0,0.0,185.235,3.0,0.525,0.291,0.638,-7.854,0.179,0.0,0.101,0.0554,Let It Be,10.0,,,,"Folk blues, Hard Rock, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Singer/Songwriter","Introspection, Jealousy, Awareness, Fear, Loss/Grief, Pain, Politics/Society, Relationships, Yearning",Acerbic Bitter Bittersweet Searching Cynical/Sarcastic Meandering Brooding Spacey Rousing Freewheeling Reflective,Harrison,Harrison,,1.0,,,,,,,,,,,,,,
spotify:track:5EzvwjFwdP5Kfl5AZAemzu,I Need You,1965,Help!,57.0,148.0,9.0,1.0,136.215,4.0,0.638,0.601,0.489,-8.554,0.277,0.0,0.0988,0.0455,Help!,11.0,,,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll","Feeling Blue, Heartache",Yearning Melancholy Plaintive Precious Reflective Searching Quirky,Harrison,Harrison,,1.0,,,,,,,,,,,,,,
spotify:track:3KiexfmhxHvG5IgAElmTkd,I Saw Her Standing There,1963,Please Please Me,71.0,175.0,4.0,1.0,160.109,4.0,0.971,0.491,0.801,-9.835,0.27,0.0,0.0665,0.0361,UK: Please Please Me US: Meet The Beatles!,42.0,I Want to Hold Your Hand,I Saw Her Standing There,RIAA Gold,"Rock and Roll, Pop/Rock","British Invasion, Merseybeat, Rock & Roll",New Love,Energetic Joyous Rowdy Fiery Fun Rousing Cheerful Exuberant Rambunctious Rollicking Playful Freewheeling,"McCartney, with Lennon","McCartney, with Lennon",,29.0,90.0,14.0,,,,12.0,,36.0,17.0,16.0,31.0,,17.0,21.0
spotify:track:3pU1CUgPiFfxPCpscwIwQR,I Should Have Known Better,1964,A Hard Day's Night,59.0,164.0,7.0,1.0,130.704,4.0,0.91,0.682,0.444,-7.689,0.257,0.0,0.115,0.0289,UK: A Hard Day's Night US: Hey Jude,18.0,A Hard Day's Night,I Should Have Known Better,RIAA Gold,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll, Adult Contemporary, Alternative/Indie Rock, Britpop","Awareness, In Love, Relationships",Bright Energetic Fun Joyous Rollicking Sweet Warm Sentimental Playful Carefree Cheerful Explosive Optimistic Positive Swinging,Lennon,Lennon,,5.0,8.0,53.0,,,,,,,,36.0,,,,
spotify:track:0sIZcoe69iSym9AecvZ7CT,I Wanna Be Your Man,1963,With the Beatles,49.0,103.0,9.0,1.0,99.138,4.0,0.683,0.553,0.914,-8.232,0.477,0.0,0.292,0.0415,UK: With the Beatles US: Meet The Beatles!,25.0,,,,"Rock and Roll, R&B, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Cool & Cocky, Partying, Sex",Gritty Passionate Gutsy Raucous Rollicking Rousing Yearning Bravado Lively Street-Smart Whimsical Dramatic Summery Aggressive Energetic,"McCartney, with Lennon",Starkey,,3.0,,,,,,,,,,,,,,
spotify:track:3Z25k4ZF6QENy2d9YatsM5,I Want You (She's So Heavy),1969,Abbey Road,65.0,467.0,2.0,0.0,115.732,4.0,0.42,0.37,0.515,-9.487,0.0233,0.205,0.0966,0.0321,Abbey Road,5.0,,,,"Blues Rock, Hard Rock, Progressive Rock, Pop/Rock","Album Rock, Hard Rock, Contemporary Pop/Rock, Rock & Roll",,Dramatic Fractured Indulgent Nocturnal Ominous Quirky Intense Sprawling Suffocating Eerie Hypnotic Meandering Passionate Volatile Menacing Rousing Swaggering,Lennon,Lennon,,16.0,,,,,,,,,,,44.0,,,
spotify:track:27E39dDg0Bx1RzkF3eJJsb,I Want to Hold Your Hand,1963,Past Masters (Vols. 1 & 2 / Remastered),41.0,144.0,7.0,1.0,131.011,4.0,0.916,0.492,0.73,-6.434,0.57,8.5e-06,0.246,0.0416,UK: A Collection of Beatles Oldies US: Meet The Beatles!,34.0,I Want to Hold Your Hand,This Boy,,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll","Affection/Fondness, In Love, New Love, Playful",Bright Effervescent Energetic Exciting Exuberant Fun Giddy Gleeful Happy Rollicking Rousing Warm Carefree Cheerful Playful Joyous Sweet Urgent,Lennon and McCartney,Lennon and McCartney,,29.0,1.0,1.0,1.0,22.0,5.0,1.0,7.0,2.0,9.0,2.0,3.0,16.0,18.0,49.0
spotify:track:7orb0y6ySGdsYZywMoQtsD,I Want to Tell You,1966,Revolver,52.0,149.0,9.0,1.0,127.492,4.0,0.449,0.493,0.525,-9.289,0.182,4.4e-06,0.148,0.0315,Revolver,5.0,,,,"Psychedelic Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, British Psychedelia, Psychedelic/Garage",,Bright Spacey Trippy Lively Playful Quirky,Harrison,Harrison,,5.0,,,,,,,,,,,,,,
spotify:track:09x9v1o51dbqi5H0u7UGfp,I Will,1968,The Beatles,68.0,106.0,5.0,1.0,103.11,4.0,0.832,0.631,0.387,-11.529,0.742,0.000406,0.0822,0.0262,The Beatles,8.0,,,,"Folk, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","In Love, New Love",Amiable/Good-Natured Bright Delicate Intimate Light Playful Precious Sentimental Soft/Quiet Soothing Sweet Warm Gentle Cheerful Earnest Sparkling Springlike,McCartney,McCartney,,12.0,,,,,,,,,,,,,,
spotify:track:3lSi6qfnp2YZazTzcOLBZk,I'll Be Back,1964,A Hard Day's Night,53.0,140.0,9.0,1.0,123.902,4.0,0.641,0.721,0.527,-7.224,0.744,0.0,0.186,0.0293,UK: A Hard Day's Night US: Beatles '65,14.0,,,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Adult Contemporary, Alternative/Indie Rock, Britpop","Goodbyes, In Love, Motivation, Passion, Relationships",Bittersweet Autumnal Yearning Agreeable Carefree Cheerful Dreamy Lively Optimistic Positive Romantic,Lennon,"Lennon, with McCartney",,9.0,,,,,,,,,,,,,,
spotify:track:07Ff2IljWccaYecJVpc2R4,I'll Be on My Way,1963,Live at the BBC,33.0,118.0,9.0,1.0,125.477,4.0,0.79,0.614,0.485,-12.902,0.234,2.32e-06,0.142,0.0306,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Breakup, Feeling Blue, Reflection",Bittersweet Intimate Dramatic Reflective Laid-Back/Mellow Melancholy Plaintive Refined Reserved Summery Earnest Sentimental Whimsical Earthy Light Naive Weary Innocent,McCartney,Lennon,,,,,,,,,,,,,,,,
spotify:track:01xMiErR26kH1KCif6uEYI,I'll Cry Instead,1964,A Hard Day's Night,49.0,129.0,7.0,1.0,96.711,4.0,0.96,0.643,0.73,-6.859,0.0917,0.0,0.253,0.0347,UK: A Hard Day's Night US: Something New,14.0,I'll Cry Instead,I'm Happy Just to Dance with You,,"Rock and Roll, Country, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll, Adult Contemporary","Feeling Blue, Heartache, Awareness, Goodbyes, In Love, Loneliness, Pain, Passion, Yearning",Acerbic Bitter Rollicking Rousing Energetic Swaggering Freewheeling Angry Bright Carefree Cheerful Exciting Explosive Lively Optimistic Positive Sardonic Strong,Lennon,Lennon,,3.0,,25.0,,,,25.0,,43.0,,,,,,37.0
spotify:track:45WX2cfbL8bCIqv3rOq1G3,I'll Follow the Sun,1964,Beatles for Sale,69.0,106.0,0.0,1.0,133.754,4.0,0.625,0.689,0.313,-10.073,0.789,0.0,0.144,0.0366,UK: Beatles for Sale US: Beatles '65,17.0,I'll Follow the Sun,I Don't Want to Spoil the Party,,"Folk Rock, Country, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock",,Bittersweet Intimate Poignant Wistful Precious Searching Gentle Sweet Yearning Sentimental Warm,McCartney,"McCartney, with Lennon",,6.0,,,,,,,,,,,,,27.0,
spotify:track:4VMOdHVfB57lNhSDadhOBc,I'll Get You,1963,Past Masters (Vols. 1 & 2 / Remastered),42.0,124.0,9.0,1.0,125.7,4.0,0.962,0.653,0.75,-6.531,0.616,0.0,0.289,0.0356,UK: Past Masters Volume 1 US: The Beatles Second Album,13.0,She Loves You; Sie Liebt Dich,I'll Get You; I'll Get You,,"Merseybeat, Pop/Rock",,,,Lennon and McCartney,"Lennon, with McCartney",,3.0,,,,,,,,,,,,,,
spotify:track:5ovYFa8Em47SgPmhBlZb5N,I'm Down,1965,Past Masters (Vols. 1 & 2 / Remastered),43.0,153.0,7.0,1.0,82.077,4.0,0.937,0.439,0.813,-8.304,0.563,0.000605,0.728,0.0607,Rock 'n' Roll Music,20.0,Help!,I'm Down,RIAA Gold,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",,Energetic Exciting Exuberant Raucous Rollicking Rousing Rowdy Brash Fiery Giddy Intense Reckless Swaggering Rambunctious Urgent Freewheeling Manic,McCartney,McCartney,,7.0,,101.0,,,,,,,,,,,,
spotify:track:4jqD06p0XjTw6K4QHo9xSO,I'm Gonna Sit Right Down and Cry (Over You),1963,Live at the BBC,28.0,122.0,0.0,1.0,98.026,4.0,0.942,0.639,0.651,-11.385,0.357,8.98e-06,0.0737,0.047,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Guys Night Out, Jealousy, Late Night",Gritty Passionate Gutsy Raucous Rollicking Rousing Yearning Bravado Lively Street-Smart Whimsical Dramatic Summery Aggressive Energetic,"Thomas, Biggs",Lennon,Y,,,,,,,,,,,,,,,
spotify:track:0gd50I2gKioJ59C827EdAY,I'm Happy Just to Dance with You,1964,A Hard Day's Night,57.0,118.0,6.0,0.0,132.115,4.0,0.887,0.658,0.537,-7.535,0.138,0.0,0.0572,0.0307,UK: A Hard Day's Night US: Something New,5.0,I'll Cry Instead,I'm Happy Just to Dance with You,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll, Adult Contemporary, Alternative/Indie Rock, Britpop","New Love, Awareness, Dance Party, In Love",Bright Energetic Fun Happy Joyous Sweet Warm Innocent Playful Effervescent Carefree Cheerful Lively Optimistic Positive Sentimental,Lennon and McCartney,Harrison,,5.0,,95.0,,,,,,,,,,,,
spotify:track:5E3BVY66TEDexFutOO5GeS,I'm Looking Through You,1965,Rubber Soul,60.0,147.0,1.0,1.0,85.843,4.0,0.774,0.667,0.498,-11.027,0.00772,0.0,0.0481,0.0364,Rubber Soul,15.0,,,,"Folk Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Rock & Roll","Feeling Blue, Regret, Late Night, Breakup",Autumnal Bittersweet Melancholy Poignant Wistful Freewheeling Rollicking Organic Exciting Yearning Plaintive Rousing,McCartney,"McCartney, with Lennon",,7.0,,,,,,,,,,,,,,
spotify:track:2ylCrFiBu98SC0vFfaCent,I'm Only Sleeping,1966,Revolver,60.0,182.0,8.0,0.0,103.477,4.0,0.698,0.494,0.47,-9.599,0.21,0.0,0.28,0.0301,UK: Revolver US: Yesterday and Today,10.0,,,,"Psychedelic Rock, Psychedelic Folk, Pop/Rock","British Invasion, British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage, Rock & Roll","Stay in Bed, Sweet Dreams",Dreamy Freewheeling Spacey Trippy Whimsical Ethereal Quirky Ramshackle Sprawling Carefree Eccentric Hypnotic Druggy,Lennon,Lennon,,7.0,,,,,,,,,,,,,48.0,
spotify:track:2X9H5BokS1u5O46YpNYNsZ,I'm So Tired,1968,The Beatles,58.0,123.0,9.0,1.0,68.492,4.0,0.717,0.433,0.483,-9.422,0.656,2.64e-05,0.539,0.175,The Beatles,11.0,,,,"Blues Rock, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Hard Rock, Rock & Roll, British Psychedelia, Psychedelic/Garage","Feeling Blue, Late Night",Bittersweet Brooding Melancholy Nocturnal Passionate Weary Yearning Meandering Searching Anguished/Distraught Atmospheric Bitter Insular Reflective Dramatic Hypnotic,Lennon,Lennon,,5.0,,,,,,,,,,,,,,
spotify:track:6MVohEoExQiPfsoTeWh5NA,I'm Talking About You,1963,On Air - Live At The BBC (Vol.2),27.0,112.0,4.0,1.0,143.73,4.0,0.948,0.579,0.772,-9.387,0.826,0.742,0.548,0.0419,On Air – Live at the BBC Volume 2,,,,,Pop/Rock,British Invasion,,,Berry,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:7wC4EW11mBVxDK3xdC7FTf,I'm a Loser,1964,Beatles for Sale,50.0,151.0,7.0,1.0,89.877,4.0,0.856,0.492,0.628,-7.813,0.567,1.07e-06,0.267,0.0439,UK: Beatles for Sale US: Beatles '65,17.0,Rock and Roll Music,I'm a Loser,,"Folk Rock, Country, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Country-Rock, Folk-Rock, Psychedelic/Garage","Heartache, Introspection, Jealousy, Loss/Grief, Feeling Blue",Angst-Ridden Anguished/Distraught Autumnal Melancholy Rollicking Rousing Sad Weary Plaintive Reflective Nocturnal Bittersweet,Lennon,Lennon,,5.0,,,,,,,,,,,,,,
spotify:track:3gwRWIbr5ycEVLIAXrWaw7,I've Got a Feeling,1969,Let It Be,59.0,217.0,2.0,1.0,165.156,4.0,0.364,0.44,0.609,-8.824,0.0715,0.0,0.582,0.0358,Let It Be,12.0,,,,"Blues Rock, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Hard Rock","New Love, Biographical, Dreaming, In Love, Nature, Relationships, Reminiscing, Wisdom",Freewheeling Passionate Ramshackle Rousing Searching Sprawling Urgent Warm Yearning Circular Raucous Rollicking,"McCartney, with Lennon","McCartney, with Lennon",,6.0,,,,,,,,,,,,,,
spotify:track:788U1Sqej9M6c4iikuDGxO,I've Just Seen a Face,1965,Help!,66.0,127.0,9.0,1.0,120.418,3.0,0.913,0.647,0.56,-8.809,0.723,0.0,0.118,0.0387,UK: Help! US: Rubber Soul,10.0,,,,"Folk Rock, Country, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Folk-Rock, Psychedelic/Garage","In Love, New Love",Fun Organic Playful Rollicking Yearning Carefree Earnest Freewheeling Rousing Exuberant Sweet Passionate,McCartney,McCartney,,15.0,,,,,,,,,,,,,,
spotify:track:1hgvykolO4kBIEozATmpyj,If I Fell,1964,A Hard Day's Night,67.0,142.0,2.0,1.0,108.211,4.0,0.568,0.665,0.31,-8.928,0.68,0.0,0.0877,0.0278,UK: A Hard Day's Night US: Something New,21.0,And I Love Her; If I Fell,If I Fell; Tell Me Why,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Adult Contemporary, Alternative/Indie Rock, Britpop","Heartache, Affection/Fondness, Awareness, In Love, New Love, Relationships, Romance",Poignant Warm Yearning Bittersweet Earnest Innocent Delicate Dreamy Intimate Positive Romantic Sentimental Sweet Plaintive,Lennon,"Lennon, with McCartney",,14.0,,53.0,,,,,,,,26.0,,,,
spotify:track:7C6hdDIz90Uf5YmdZnYbJJ,If I Needed Someone,1965,Rubber Soul,56.0,143.0,9.0,1.0,127.387,4.0,0.796,0.492,0.755,-9.273,0.00748,0.0,0.102,0.0331,UK: Rubber Soul US: Yesterday and Today,13.0,,,,"Folk Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Folk-Rock, Psychedelic/Garage, Rock & Roll",,Reflective Sparkling Wistful Bright Brooding Lively Trippy,Harrison,Harrison,,8.0,,,,,,,,,,,,,,
spotify:track:4H01EkzG7KtRdcz5JP6xFa,If You've Got Trouble,1965,Anthology 2,31.0,168.0,9.0,1.0,144.794,4.0,0.965,0.301,0.842,-6.261,0.16,0.0,0.113,0.0409,Anthology 2,,,,,"Rock, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Rock & Roll","Day Driving, Hanging Out, Playful, Summer, TGIF, Awareness, Celebrities, Money, Politics/Society, Wisdom",Amiable/Good-Natured Cheerful Freewheeling Lively Playful Rollicking Rousing Ramshackle,Lennon and McCartney,Starkey,,,,,,,,,,,,,,,,
spotify:track:3KfbEIOC7YIv90FIfNSZpo,In My Life,1965,Rubber Soul,79.0,148.0,9.0,1.0,103.239,4.0,0.435,0.688,0.435,-11.359,0.449,0.0,0.113,0.0323,Rubber Soul,12.0,,,,"Baroque Pop, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Singer/Songwriter","Introspection, Reflection, Reminiscing, Reunion",Autumnal Intimate Poignant Reflective Wistful Elegant Laid-Back/Mellow Precious Sentimental Soothing Sweet Warm Lush Bittersweet Romantic Searching Relaxed,Lennon and McCartney,Lennon,,38.0,78.0,,,,,,,,5.0,5.0,12.0,34.0,2.0,42.0
spotify:track:7zvMaTcCspbRMahT4DcjQG,In Spite of All the Danger,1958,Anthology 1,43.0,164.0,4.0,1.0,87.147,4.0,0.192,0.44,0.329,-9.744,0.991,0.0,0.333,0.0518,Anthology 1,,,,,"Skiffle, Blues, Rock and Roll, Pop/Rock",,,,McCartney and Harrison,Lennon,,,,,,,,,,,,,,,,
