"This is a list of medallists at the Summer Olympic Games (1896-2004) with details of the year of the olympics, city, sport, discipline, athlete name, gender, event and medal",,,,,,,,,,
,,,,,,,,,,
"DISCLAIMER: No guarantees, express or implied, as to the accuracy or completeness of the information provided. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Year,City,Sport,Discipline,Athlete Name,NOC,Gender,Event,Event Gender,Medal,Position
1964,Tokyo,Volleyball,Volleyball,"BUROBIN, Nikolai",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"CHESNOKOV, Yuri",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"KALACHIKHIN, Valeri",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"KATCHARAVA, Vazha",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"KOVALENKO, Vitali",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"LYUGAILO, Stanislav",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"MONDZOLEVSKY, Georgi",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"POYARKOV, Yuri",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"SIBIRYAKOV, Eduard",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"VENGEROVSKY, Yuri",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"VOSKOBOINIKOV, Dmitri",URS,Men,volleyball,M,Gold,1
1964,Tokyo,Volleyball,Volleyball,"CUDA, Milan",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"GOLIAN, Bohumil",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"HUMHAL, Zdenek",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"KOP, Petr",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"LABUDA, Josef",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"MUSIL, Josef",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"PAULUS, Karel",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"PERUSIC, Boris",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"SCHENK, Pavel",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"SMIDL, Vaclav",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"SORM, Josef",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"TOMAN, Ladislav",TCH,Men,volleyball,M,Silver,2
1964,Tokyo,Volleyball,Volleyball,"BUSZ, Hanna Krystyna",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"CZAJKOWSKA, Krystyna",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"GOLIMOWSKA, Marja",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"HERMELA-NIEMCZYK, Barbara Wieslawa",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"JAKUBOWSKA, Krystyna",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"KORDACZUK, Danuta",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"KRUP, Krystyna",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"LEDWIG, Jozefa",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"MARKO-KSIAZEK, Jadwiga",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"RUTKOWSKA, Jadwiga",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"SLIWKA, Marja",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"SZCZESNIEWSKA, Zofia",POL,Women,volleyball,W,Bronze,3
1964,Tokyo,Volleyball,Volleyball,"FUJIMOTO, Yuko",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"HANDA, Yuriko",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"ISOBE, Sata",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"KASAI, Masae",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"KONDO, Maseko",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"MATSUMURA, Katsumi",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"MATSUMURA, Yoshiko",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"MIYAMOTO, Emiko",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"SASAKI, Setsuko",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"SHIBUKI, Ayano",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"SHINOZAKI, Yoko",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"TANIDA, Kinuko",JPN,Women,volleyball,W,Gold,1
1964,Tokyo,Volleyball,Volleyball,"ABRAMOVA, Nelli",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"BILTAUER, Astra",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"BULDAKOVA, Lyudmila",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"GUREEVA, Lyudmila",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"KAMENEK-VINOGRADOVA, Valentina",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"KATUSHEVA, Marita",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"LUKANINA, Ninel",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"MISHAK, Valentina",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"ROSHCHINA, Tatyana",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"RYSKAL, Inna",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"RYZHOVA, Antonina",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Volleyball,Volleyball,"TIKHONINA, Tamara",URS,Women,volleyball,W,Silver,2
1964,Tokyo,Aquatics,Water polo,"AGEEV, Viktor",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"BORTKEVICH, Zenon",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"EGOROV, Eduard",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"GRABOVSKY, Igor",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"GRISHIN, Boris",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"KALASHNIKOV, Nikolai",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"KUZNETSOV, Nikolai",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"KUZNETSOV, Vladimir",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"OSIPOV, Leonid",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"POPOV, Boris",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"SEMENOV, Vladimir",URS,Men,water polo,M,Bronze,3
1964,Tokyo,Aquatics,Water polo,"AMBRUS, Miklos",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"BODNAR, Andras",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"BOROS, Otto",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"FELKAI, Laszlo",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"KANIZSA, Tivadar",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"KARPATI, György",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"KONRAD, Janos",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"MAYER, Mihaly",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"POCSIK, Denes",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"RUSORAN, Peter",HUN,Men,water polo,M,Gold,1
1964,Tokyo,Aquatics,Water polo,"BONACIC, Ozren",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"JANKOVIC, Zoran",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"MUSKATIROVIC, Milan",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"NARDELI, Antun",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"NONKOVIC, Franjo",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"ROSIC, Vinko",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"SANDIC, Mirko",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"SIMENC, Zlatko",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"STANISIC, Bozidar",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"STIPANIC, Karlo",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Aquatics,Water polo,"TRUMBIC, Ivo",YUG,Men,water polo,M,Silver,2
1964,Tokyo,Fencing,Fencing,"KOSTAVA, Guram",URS,Men,épée individual,M,Bronze,3
1964,Tokyo,Fencing,Fencing,"KRISS, Grigori",URS,Men,épée individual,M,Gold,1
1964,Tokyo,Fencing,Fencing,"HOSKYNS, Henry William Furse",GBR,Men,épée individual,M,Silver,2
1964,Tokyo,Fencing,Fencing,"BOURQUARD, Claude",FRA,Men,épée team,M,Bronze,3
1964,Tokyo,Fencing,Fencing,"BRODIN, Claude",FRA,Men,épée team,M,Bronze,3
1964,Tokyo,Fencing,Fencing,"BRODIN, Jacques",FRA,Men,épée team,M,Bronze,3
1964,Tokyo,Fencing,Fencing,"DREYFUS, Yves",FRA,Men,épée team,M,Bronze,3
1964,Tokyo,Fencing,Fencing,"GUITTET, Jacques",FRA,Men,épée team,M,Bronze,3
1964,Tokyo,Fencing,Fencing,"BARANY, Arpad",HUN,Men,épée team,M,Gold,1
1964,Tokyo,Fencing,Fencing,"GABOR, Tamas",HUN,Men,épée team,M,Gold,1
1964,Tokyo,Fencing,Fencing,"KAUSZ, Istvan",HUN,Men,épée team,M,Gold,1
1964,Tokyo,Fencing,Fencing,"KULCSAR, Gyözö",HUN,Men,épée team,M,Gold,1
1964,Tokyo,Fencing,Fencing,"NEMERE, Zoltan",HUN,Men,épée team,M,Gold,1
1964,Tokyo,Fencing,Fencing,"BREDA, Giovanni Battista",ITA,Men,épée team,M,Silver,2
1964,Tokyo,Fencing,Fencing,"DELFINO, Giuseppe",ITA,Men,épée team,M,Silver,2
1964,Tokyo,Fencing,Fencing,"PAOLUCCI, Gianfranco",ITA,Men,épée team,M,Silver,2
1964,Tokyo,Fencing,Fencing,"PELLEGRINO, Alberto",ITA,Men,épée team,M,Silver,2
1964,Tokyo,Fencing,Fencing,"SACCARO, Gianluigi",ITA,Men,épée team,M,Silver,2
1968,Mexico,Boxing,Boxing,"BAMBINI, Giorgio",ITA,Men,+ 81kg (heavyweight),M,Bronze,3
1968,Mexico,Boxing,Boxing,"ROCHA, Joaquin",MEX,Men,+ 81kg (heavyweight),M,Bronze,3
1968,Mexico,Boxing,Boxing,"FOREMAN, George",USA,Men,+ 81kg (heavyweight),M,Gold,1
1968,Mexico,Boxing,Boxing,"CHEPULIS, Ionas",URS,Men,+ 81kg (heavyweight),M,Silver,2
1968,Mexico,Weightlifting,Weightlifting,"DUBE, Joseph Douglas",USA,Men,"+ 90kg, total (heavyweight)",M,Bronze,3
1968,Mexico,Weightlifting,Weightlifting,"ZHABOTINSKY, Leonid",URS,Men,"+ 90kg, total (heavyweight)",M,Gold,1
1968,Mexico,Weightlifting,Weightlifting,"REDING, Serge",BEL,Men,"+ 90kg, total (heavyweight)",M,Silver,2
1968,Mexico,Wrestling,Wrestling Free.,"DIETRICH, Wilfried",FRG,Men,+ 97kg (heavyweight),M,Bronze,3
1968,Mexico,Wrestling,Wrestling Free.,"MEDVED, Aleksandr",URS,Men,+ 97kg (heavyweight),M,Gold,1
1968,Mexico,Wrestling,Wrestling Free.,"DURALIEV, Osman",BUL,Men,+ 97kg (heavyweight),M,Silver,2
1968,Mexico,Wrestling,Wrestling Gre-R,"KMENT, Petr",TCH,Men,+ 97kg (super heavyweight),M,Bronze,3
1968,Mexico,Wrestling,Wrestling Gre-R,"KOZMA, Istvan",HUN,Men,+ 97kg (super heavyweight),M,Gold,1
1968,Mexico,Wrestling,Wrestling Gre-R,"ROSHCHIN, Anatoli",URS,Men,+ 97kg (super heavyweight),M,Silver,2
1968,Mexico,Boxing,Boxing,"MARBLEY, Harlan Joseph",USA,Men,- 48kg (light-flyweight),M,Bronze,3
1968,Mexico,Boxing,Boxing,"SKRZYPCZAK, Hubert",POL,Men,- 48kg (light-flyweight),M,Bronze,3
1968,Mexico,Boxing,Boxing,"RODRIGUEZ, Francisco",VEN,Men,- 48kg (light-flyweight),M,Gold,1
1968,Mexico,Boxing,Boxing,"JEE, Yong-Ju",KOR,Men,- 48kg (light-flyweight),M,Silver,2
1968,Mexico,Wrestling,Wrestling Free.,"SURENJAV, Sukhbaatar",MGL,Men,- 52kg (flyweight),M,Bronze,3
1968,Mexico,Wrestling,Wrestling Free.,"NAKATA, Shigeo",JPN,Men,- 52kg (flyweight),M,Gold,1
1968,Mexico,Wrestling,Wrestling Free.,"SANDERS, Richard Joseph",USA,Men,- 52kg (flyweight),M,Silver,2
1968,Mexico,Wrestling,Wrestling Gre-R,"ZEMAN, Miroslav",TCH,Men,- 52kg (flyweight),M,Bronze,3
1968,Mexico,Wrestling,Wrestling Gre-R,"KIROV, Petar",BUL,Men,- 52kg (flyweight),M,Gold,1
1968,Mexico,Wrestling,Wrestling Gre-R,"BAKULIN, Vladimir",URS,Men,- 52kg (flyweight),M,Silver,2
1968,Mexico,Weightlifting,Weightlifting,"TREBICKI, Henryk",POL,Men,"- 56kg, total (bantamweight)",M,Bronze,3
1968,Mexico,Weightlifting,Weightlifting,"NASSIRI-SERESHT, Mohammad",IRI,Men,"- 56kg, total (bantamweight)",M,Gold,1
1968,Mexico,Weightlifting,Weightlifting,"FÖLDI, Imre",HUN,Men,"- 56kg, total (bantamweight)",M,Silver,2
1968,Mexico,Athletics,Athletics,"GAMMOUDI, Mohamed",TUN,Men,10000m,M,Bronze,3
1968,Mexico,Athletics,Athletics,"TEMU, Nabiba Naftali",KEN,Men,10000m,M,Gold,1
1968,Mexico,Athletics,Athletics,"WOLDE, Mamo",ETH,Men,10000m,M,Silver,2
1968,Mexico,Athletics,Athletics,"GREENE, Charles Edward",USA,Men,100m,M,Bronze,3
1968,Mexico,Athletics,Athletics,"HINES, James Ray",USA,Men,100m,M,Gold,1
1968,Mexico,Athletics,Athletics,"MILLER, Lennox",JAM,Men,100m,M,Silver,2
1968,Mexico,Athletics,Athletics,"SZEWINSKA, Irena",POL,Women,100m,W,Bronze,3
1968,Mexico,Athletics,Athletics,"TYUS, Wyomia",USA,Women,100m,W,Gold,1
1968,Mexico,Athletics,Athletics,"FERRELL, Barbara Ann",USA,Women,100m,W,Silver,2
1968,Mexico,Aquatics,Swimming,"MILLS, Ronald P.",USA,Men,100m backstroke,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Gold,1
1968,Mexico,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,100m backstroke,M,Silver,2
1968,Mexico,Aquatics,Swimming,"SWAGERTY, Jane Ellen",USA,Women,100m backstroke,W,Bronze,3
1968,Mexico,Aquatics,Swimming,"HALL, Kaye Marie",USA,Women,100m backstroke,W,Gold,1
1968,Mexico,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,100m backstroke,W,Silver,2
1968,Mexico,Aquatics,Swimming,"PANKIN, Nikolai",URS,Men,100m breaststroke,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"MCKENZIE, Donald Ward Jr.",USA,Men,100m breaststroke,M,Gold,1
1968,Mexico,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,100m breaststroke,M,Silver,2
1968,Mexico,Aquatics,Swimming,"WICHMAN, Sharon Lynn",USA,Women,100m breaststroke,W,Bronze,3
1968,Mexico,Aquatics,Swimming,"BJEDOV, Djurdjica",YUG,Women,100m breaststroke,W,Gold,1
1968,Mexico,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,100m breaststroke,W,Silver,2
1968,Mexico,Aquatics,Swimming,"WALES, Ross Elliott",USA,Men,100m butterfly,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"RUSSELL, Douglas Albert",USA,Men,100m butterfly,M,Gold,1
1968,Mexico,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m butterfly,M,Silver,2
1968,Mexico,Aquatics,Swimming,"SHIELDS, Susanne Marie",USA,Women,100m butterfly,W,Bronze,3
1968,Mexico,Aquatics,Swimming,"MCCLEMENTS, Lynette",AUS,Women,100m butterfly,W,Gold,1
1968,Mexico,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,100m butterfly,W,Silver,2
1968,Mexico,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m freestyle,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Men,100m freestyle,M,Gold,1
1968,Mexico,Aquatics,Swimming,"WALSH, Kenneth Marshall",USA,Men,100m freestyle,M,Silver,2
1968,Mexico,Aquatics,Swimming,"GUSTAVSON, Linda Lee",USA,Women,100m freestyle,W,Bronze,3
1968,Mexico,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,100m freestyle,W,Gold,1
1968,Mexico,Aquatics,Swimming,"PEDERSEN, Susan Jane",USA,Women,100m freestyle,W,Silver,2
1968,Mexico,Aquatics,Diving,"YOUNG, Edwin Frank",USA,Men,10m platform,M,Bronze,3
1968,Mexico,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10m platform,M,Gold,1
1968,Mexico,Aquatics,Diving,"GAXIOLA ROBLES, Alvaro",MEX,Men,10m platform,M,Silver,2
1968,Mexico,Aquatics,Diving,"PETERSON, Ann Stewart",USA,Women,10m platform,W,Bronze,3
1968,Mexico,Aquatics,Diving,"DUCHKOVA, Milena",TCH,Women,10m platform,W,Gold,1
1968,Mexico,Aquatics,Diving,"KUZNETSOVA-LOBANOVA, Natalya",URS,Women,10m platform,W,Silver,2
1968,Mexico,Athletics,Athletics,"OTTOZ, Eddy",ITA,Men,110m hurdles,M,Bronze,3
1968,Mexico,Athletics,Athletics,"DAVENPORT, Willie",USA,Men,110m hurdles,M,Gold,1
1968,Mexico,Athletics,Athletics,"HALL, Ervin",USA,Men,110m hurdles,M,Silver,2
1968,Mexico,Athletics,Athletics,"TÜMMLER, Bodo",FRG,Men,1500m,M,Bronze,3
1968,Mexico,Athletics,Athletics,"KEINO, Kipchoge",KEN,Men,1500m,M,Gold,1
1968,Mexico,Athletics,Athletics,"RYUN, James Ronald",USA,Men,1500m,M,Silver,2
1968,Mexico,Aquatics,Swimming,"BROUGH, Gregory",AUS,Men,1500m freestyle,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"BURTON, Michael Jay",USA,Men,1500m freestyle,M,Gold,1
1968,Mexico,Aquatics,Swimming,"KINSELLA, John Pitann",USA,Men,1500m freestyle,M,Silver,2
1968,Mexico,Cycling,Cycling Track,"KIERZKOWSKI, Janusz",POL,Men,1km time trial,M,Bronze,3
1968,Mexico,Cycling,Cycling Track,"TRENTIN, Pierre",FRA,Men,1km time trial,M,Gold,1
1968,Mexico,Cycling,Cycling Track,"FREDBORG, Niels Christian",DEN,Men,1km time trial,M,Silver,2
1968,Mexico,Cycling,Cycling Track,"GOENS, Daniel",BEL,Men,2000m tandem,M,Bronze,3
1968,Mexico,Cycling,Cycling Track,"VAN LANCKER, Robert",BEL,Men,2000m tandem,M,Bronze,3
1968,Mexico,Cycling,Cycling Track,"MORELON, Daniel",FRA,Men,2000m tandem,M,Gold,1
1968,Mexico,Cycling,Cycling Track,"TRENTIN, Pierre",FRA,Men,2000m tandem,M,Gold,1
1968,Mexico,Cycling,Cycling Track,"JANSEN, Johannes Hendrikus",NED,Men,2000m tandem,M,Silver,2
1968,Mexico,Cycling,Cycling Track,"LOEVESIJN, Leijn",NED,Men,2000m tandem,M,Silver,2
1968,Mexico,Athletics,Athletics,"CARLOS, John Wesley",USA,Men,200m,M,Bronze,3
1968,Mexico,Athletics,Athletics,"SMITH, Thomas C.",USA,Men,200m,M,Gold,1
1968,Mexico,Athletics,Athletics,"NORMAN, Peter George",AUS,Men,200m,M,Silver,2
1968,Mexico,Athletics,Athletics,"LAMY-FRANK, Jennifer",AUS,Women,200m,W,Bronze,3
1968,Mexico,Athletics,Athletics,"SZEWINSKA, Irena",POL,Women,200m,W,Gold,1
1968,Mexico,Athletics,Athletics,"BOYLE, Raelene Ann",AUS,Women,200m,W,Silver,2
1968,Mexico,Aquatics,Swimming,"HORSLEY, Jack S.",USA,Men,200m backstroke,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,200m backstroke,M,Gold,1
1968,Mexico,Aquatics,Swimming,"IVEY, Mitchell",USA,Men,200m backstroke,M,Silver,2
1968,Mexico,Aquatics,Swimming,"HALL, Kaye Marie",USA,Women,200m backstroke,W,Bronze,3
1968,Mexico,Aquatics,Swimming,"WATSON, Lillian Debra",USA,Women,200m backstroke,W,Gold,1
1968,Mexico,Aquatics,Swimming,"TANNER, Elaine",CAN,Women,200m backstroke,W,Silver,2
1968,Mexico,Aquatics,Swimming,"JOB, Brian Gregory",USA,Men,200m breaststroke,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"MUNOZ, Felipe",MEX,Men,200m breaststroke,M,Gold,1
1968,Mexico,Aquatics,Swimming,"KOSINSKY, Vladimir",URS,Men,200m breaststroke,M,Silver,2
1968,Mexico,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Bronze,3
1968,Mexico,Aquatics,Swimming,"WICHMAN, Sharon Lynn",USA,Women,200m breaststroke,W,Gold,1
1968,Mexico,Aquatics,Swimming,"BJEDOV, Djurdjica",YUG,Women,200m breaststroke,W,Silver,2
1968,Mexico,Aquatics,Swimming,"FERRIS, John Edward",USA,Men,200m butterfly,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"ROBIE, Carl Joseph III",USA,Men,200m butterfly,M,Gold,1
1968,Mexico,Aquatics,Swimming,"WOODROFFE, Martyn John",GBR,Men,200m butterfly,M,Silver,2
1968,Mexico,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,200m butterfly,W,Bronze,3
1968,Mexico,Aquatics,Swimming,"KOK, Aagje Ada",NED,Women,200m butterfly,W,Gold,1
1968,Mexico,Aquatics,Swimming,"LINDNER, Helga",GDR,Women,200m butterfly,W,Silver,2
1968,Mexico,Aquatics,Swimming,"NELSON, John Mauer",USA,Men,200m freestyle,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"WENDEN, Michael Vincent",AUS,Men,200m freestyle,M,Gold,1
1968,Mexico,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,200m freestyle,M,Silver,2
1968,Mexico,Aquatics,Swimming,"BARKMAN, Jane Louise",USA,Women,200m freestyle,W,Bronze,3
1968,Mexico,Aquatics,Swimming,"MEYER, Deborah",USA,Women,200m freestyle,W,Gold,1
1968,Mexico,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,200m freestyle,W,Silver,2
1968,Mexico,Aquatics,Swimming,"FERRIS, John Edward",USA,Men,200m individual medley,M,Bronze,3
1968,Mexico,Aquatics,Swimming,"HICKCOX, Charles Buchanan",USA,Men,200m individual medley,M,Gold,1
1968,Mexico,Aquatics,Swimming,"BUCKINGHAM, Gregory F.",USA,Men,200m individual medley,M,Silver,2
1968,Mexico,Aquatics,Swimming,"HENNE, Jane Margo",USA,Women,200m individual medley,W,Bronze,3
1968,Mexico,Aquatics,Swimming,"KOLB, Claudia Anne",USA,Women,200m individual medley,W,Gold,1
1968,Mexico,Aquatics,Swimming,"PEDERSEN, Susan Jane",USA,Women,200m individual medley,W,Silver,2
1968,Mexico,Athletics,Athletics,"SMAGA, Nikolai",URS,Men,20km walk,M,Bronze,3
1968,Mexico,Athletics,Athletics,"GOLUBNICHY, Vladimir",URS,Men,20km walk,M,Gold,1
1968,Mexico,Athletics,Athletics,"PEDRAZA ZUNIGA, Jose",MEX,Men,20km walk,M,Silver,2
1968,Mexico,Shooting,Shooting,"SULEIMANOV, Renart",URS,Men,25m rapid fire pistol (60 shots),M,Bronze,3
1968,Mexico,Shooting,Shooting,"ZAPEDZKI, Jozef",POL,Men,25m rapid fire pistol (60 shots),M,Gold,1
1968,Mexico,Shooting,Shooting,"ROSCA, Marcel",ROU,Men,25m rapid fire pistol (60 shots),M,Silver,2
1968,Mexico,Athletics,Athletics,"YOUNG, George L.",USA,Men,3000m steeplechase,M,Bronze,3
1968,Mexico,Athletics,Athletics,"BIWOTT, Amos Kipwabok",KEN,Men,3000m steeplechase,M,Gold,1
1968,Mexico,Athletics,Athletics,"KOGO, Benjamin",KEN,Men,3000m steeplechase,M,Silver,2
1968,Mexico,Shooting,Shooting,"MÜLLER, Kurt",SUI,Men,300m free rifle 3 positions (3x40 shots),M,Bronze,3
1968,Mexico,Shooting,Shooting,"ANDERSON, Gary Lee",USA,Men,300m free rifle 3 positions (3x40 shots),M,Gold,1
1968,Mexico,Shooting,Shooting,"KORNEV, Valentin",URS,Men,300m free rifle 3 positions (3x40 shots),M,Silver,2
1968,Mexico,Aquatics,Diving,"HENRY, James Edward",USA,Men,3m springboard,M,Bronze,3
1968,Mexico,Aquatics,Diving,"WRIGHTSON, Bernard Charles",USA,Men,3m springboard,M,Gold,1
1968,Mexico,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,3m springboard,M,Silver,2
1968,Mexico,Aquatics,Diving,"O'SULLIVAN, Keala",USA,Women,3m springboard,W,Bronze,3
1968,Mexico,Aquatics,Diving,"GOSSICK, Susanne",USA,Women,3m springboard,W,Gold,1
1968,Mexico,Aquatics,Diving,"FEDOSOVA-POGOZHEVA, Tamara",URS,Women,3m springboard,W,Silver,2
1968,Mexico,Athletics,Athletics,"FREEMAN, Ronald John III",USA,Men,400m,M,Bronze,3
1968,Mexico,Athletics,Athletics,"EVANS, Lee Edward",USA,Men,400m,M,Gold,1
